Scenario,Law,Similarity
"I recently discovered that my ex-partner, whom I believed to be single, has been married this entire time! They never disclosed this during our relationship. Not only did they lie about their marital status, but I also suspect they forged documents to hide their existing marriage. I'm feeling hurt, betrayed, and confused. What legal options do I have in this situation?",IPC - Sections 420 (Cheating) & 467 (Forgery of valuable security): Making false claims to secure money (exchange of banknotes) could fall under cheating. Forging records or other documentation to support these claims could constitute forgery.,1
"I recently discovered that my ex-partner, whom I believed to be single, has been married this entire time! They never disclosed this during our relationship. Not only did they lie about their marital status, but I also suspect they forged documents to hide their existing marriage. I'm feeling hurt, betrayed, and confused. What legal options do I have in this situation?","The Consumer Protection Act (2019): This act aims to protect consumer rights and interests. It wouldn't be directly applicable here as the scenario focuses on a potential attempt to bypass demonetization regulations and alleged forgery, not relating to consumer transactions.",0
"I recently discovered that my ex-partner, whom I believed to be single, has been married this entire time! They never disclosed this during our relationship. Not only did they lie about their marital status, but I also suspect they forged documents to hide their existing marriage. I'm feeling hurt, betrayed, and confused. What legal options do I have in this situation?","Indian Penal Code (IPC) - Section 494 (Bigamy): This section criminalizes marrying again while a previous spouse is still living. As the scenario describes the appellant marrying a second time without divorcing his first wife, this section would be directly applicable.",1
"I recently discovered that my ex-partner, whom I believed to be single, has been married this entire time! They never disclosed this during our relationship. Not only did they lie about their marital status, but I also suspect they forged documents to hide their existing marriage. I'm feeling hurt, betrayed, and confused. What legal options do I have in this situation?","IPC - Section 109 (Abetment): This section outlines punishment for those who abet the commission of a crime. In this case, if the second wife (Vishna Devi) knowingly participated in the bigamous marriage, she could be considered an abettor.",1
"I recently discovered that my ex-partner, whom I believed to be single, has been married this entire time! They never disclosed this during our relationship. Not only did they lie about their marital status, but I also suspect they forged documents to hide their existing marriage. I'm feeling hurt, betrayed, and confused. What legal options do I have in this situation?","The Wildlife (Protection) Act, 1972: This act focuses on the protection of wild animals and plants, the establishment of sanctuaries and national parks, and regulations on hunting and trade of wildlife. It has absolutely no relevance to the scenario of bigamy and abetment.",0
"I recently hired a contractor to renovate my kitchen. We signed a contract outlining the work to be done and the agreed-upon price. However, during the project, the contractor started requesting additional funds for unexpected materials and changes. I hesitantly agreed, trusting their expertise. Upon completion, I discovered the work quality was poor, and some of the promised materials seem to be missing. I suspect the contractor might have inflated costs or used subpar materials. What legal options do I have in this situation?","Indian Contract Act, 1872 - Specifies the requirements for a valid contract, including payment terms.",1
"I recently hired a contractor to renovate my kitchen. We signed a contract outlining the work to be done and the agreed-upon price. However, during the project, the contractor started requesting additional funds for unexpected materials and changes. I hesitantly agreed, trusting their expertise. Upon completion, I discovered the work quality was poor, and some of the promised materials seem to be missing. I suspect the contractor might have inflated costs or used subpar materials. What legal options do I have in this situation?","Indian Penal Code (IPC): Sections on cheating (420), criminal breach of trust (406), or potentially criminal conspiracy (120B). Applicability depends on establishing intent to defraud.",1
"I recently hired a contractor to renovate my kitchen. We signed a contract outlining the work to be done and the agreed-upon price. However, during the project, the contractor started requesting additional funds for unexpected materials and changes. I hesitantly agreed, trusting their expertise. Upon completion, I discovered the work quality was poor, and some of the promised materials seem to be missing. I suspect the contractor might have inflated costs or used subpar materials. What legal options do I have in this situation?","Indian Evidence Act, 1872: Deals with the burden of proof and how evidence is presented in court. Will be relevant in determining who needs to prove the transaction's details.",1
"I recently hired a contractor to renovate my kitchen. We signed a contract outlining the work to be done and the agreed-upon price. However, during the project, the contractor started requesting additional funds for unexpected materials and changes. I hesitantly agreed, trusting their expertise. Upon completion, I discovered the work quality was poor, and some of the promised materials seem to be missing. I suspect the contractor might have inflated costs or used subpar materials. What legal options do I have in this situation?",The Information Technology Act (2000): This Act focuses on offenses related to computers and electronic communication. The scenario deals with a property transaction and doesn't involve electronic elements.,0
"I recently hired a contractor to renovate my kitchen. We signed a contract outlining the work to be done and the agreed-upon price. However, during the project, the contractor started requesting additional funds for unexpected materials and changes. I hesitantly agreed, trusting their expertise. Upon completion, I discovered the work quality was poor, and some of the promised materials seem to be missing. I suspect the contractor might have inflated costs or used subpar materials. What legal options do I have in this situation?",The Hindu Marriage Act (1955): This Act governs various aspects of marriage within Hindu communities. It has no relevance to the property dispute between individuals.,0
"My neighbor and his visitor had an argument earlier today that unfortunately escalated. In the heat of the moment, they attacked them shoving him to the ground (Section 323). They then grabbed a metal pipe and struck him on the arm, causing a deep gash. I'm shaken and the visitor injured, and I'm here to understand what legal action he can take against them for this assault.",Indian Penal Code (IPC) Section 302: Murder - This is the primary law addressing murder in India. It defines murder as the intentional causing of death with the knowledge that the act is likely to cause death.,1
"My neighbor and his visitor had an argument earlier today that unfortunately escalated. In the heat of the moment, they attacked them shoving him to the ground (Section 323). They then grabbed a metal pipe and struck him on the arm, causing a deep gash. I'm shaken and the visitor injured, and I'm here to understand what legal action he can take against them for this assault.","IPC Sections 323, 324, 325, 326: Assault and Grievous Hurt - These sections cover various degrees of physical assault, ranging from voluntarily causing hurt to causing grievous hurt with dangerous weapons.",1
"My neighbor and his visitor had an argument earlier today that unfortunately escalated. In the heat of the moment, they attacked them shoving him to the ground (Section 323). They then grabbed a metal pipe and struck him on the arm, causing a deep gash. I'm shaken and the visitor injured, and I'm here to understand what legal action he can take against them for this assault.","The Wildlife Protection Act, 1972: This law focuses on protecting and conserving wildlife in India. It's completely irrelevant to the scenario involving assault and murder.",0
"My neighbor and his visitor had an argument earlier today that unfortunately escalated. In the heat of the moment, they attacked them shoving him to the ground (Section 323). They then grabbed a metal pipe and struck him on the arm, causing a deep gash. I'm shaken and the visitor injured, and I'm here to understand what legal action he can take against them for this assault.","The Information Technology Act, 2000: This act primarily deals with regulations concerning cyberspace and electronic information. It doesn't hold any relevance to the physical altercation described.",0
"I'm concerned about my uncle's recent activities. He recently acquired a new chainsaw and mentioned planning to clear a large portion of forest land bordering his property. He also mentioned hunting small animals like rabbits for food. I'm worried he might be unknowingly breaking the law, and I'm not sure how to advise him.",IPC Section 302: Murder - The intentional killing of Falji with deadly weapons makes this the most relevant law.,0
"I'm concerned about my uncle's recent activities. He recently acquired a new chainsaw and mentioned planning to clear a large portion of forest land bordering his property. He also mentioned hunting small animals like rabbits for food. I'm worried he might be unknowingly breaking the law, and I'm not sure how to advise him.","IPC Sections 324, 326: Assault with Dangerous Weapons - These sections address the use of weapons like axes, spears, and Dharias to cause serious injuries.",0
"I'm concerned about my uncle's recent activities. He recently acquired a new chainsaw and mentioned planning to clear a large portion of forest land bordering his property. He also mentioned hunting small animals like rabbits for food. I'm worried he might be unknowingly breaking the law, and I'm not sure how to advise him.","The Representation of the People Act, 1950: This act governs the conduct of elections in India, including voter registration and election campaigns. It holds no relevance to the violent incident described.",1
"I'm concerned about my uncle's recent activities. He recently acquired a new chainsaw and mentioned planning to clear a large portion of forest land bordering his property. He also mentioned hunting small animals like rabbits for food. I'm worried he might be unknowingly breaking the law, and I'm not sure how to advise him.","The Indian Forest Act, 1927: This act primarily deals with the conservation and management of forests and forestry activities. It doesn't connect to the assault and theft in the scenario.",1
"The government of Uttar Pradesh banned the book ""Ramayan: A True Reading"" by Periyar EVR, claiming it's offensive and hurts the religious sentiments of Hindus. They say the book insults Hindu deities and beliefs. We believe this is an infringement on freedom of speech and expression, and we're seeking legal advice to challenge this ban.","Constitution of India, Article 19(1)(a): Freedom of speech and expression",1
"The government of Uttar Pradesh banned the book ""Ramayan: A True Reading"" by Periyar EVR, claiming it's offensive and hurts the religious sentiments of Hindus. They say the book insults Hindu deities and beliefs. We believe this is an infringement on freedom of speech and expression, and we're seeking legal advice to challenge this ban.","Indian Penal Code (IPC) Section 295A: Punishment for deliberate and malicious acts intended to outrage religious feelings of any class by words, either spoken or written, or by signs or by visible representations or otherwise.",1
"The government of Uttar Pradesh banned the book ""Ramayan: A True Reading"" by Periyar EVR, claiming it's offensive and hurts the religious sentiments of Hindus. They say the book insults Hindu deities and beliefs. We believe this is an infringement on freedom of speech and expression, and we're seeking legal advice to challenge this ban.","IPC Section 298: Uttering words, etc., with deliberate intent to wound the religious feelings of any person (or class).",1
"The government of Uttar Pradesh banned the book ""Ramayan: A True Reading"" by Periyar EVR, claiming it's offensive and hurts the religious sentiments of Hindus. They say the book insults Hindu deities and beliefs. We believe this is an infringement on freedom of speech and expression, and we're seeking legal advice to challenge this ban.","The Public Order and Decency Act, 1860: Powers to take action against obscene publications",0
"On the night between August 19 and 20, 1967, a dacoity is said to have been committed in the house of one Bahar Husain in village Mian Ganj.The report contains a detailed description of the articles alleged to have been looted.",Indian Penal Code (IPC) Section 391: Punishment for dacoity,1
"On the night between August 19 and 20, 1967, a dacoity is said to have been committed in the house of one Bahar Husain in village Mian Ganj.The report contains a detailed description of the articles alleged to have been looted.",IPC Section 411: Dishonestly receiving stolen property,0
"On the night between August 19 and 20, 1967, a dacoity is said to have been committed in the house of one Bahar Husain in village Mian Ganj.The report contains a detailed description of the articles alleged to have been looted.",IPC Section 457: Lurking house-trespass or house-breaking by night,1
"On the night between August 19 and 20, 1967, a dacoity is said to have been committed in the house of one Bahar Husain in village Mian Ganj.The report contains a detailed description of the articles alleged to have been looted.",IPC Section 109: Abetment of offence if the act abetted is committed in consequence of the abetment,0
"My relative, P1, is accused of stealing items seized during an investigation of excise offenses. These items included opium, liquor, and a large sum of money recovered from their house, which is said to be more than they could afford based on their income. The prosecution is charging P1 with dishonest misappropriation and alleges they conspired with two other people. We need legal advice on how to proceed with this case.","The Excise Act, 1949: Regulates the production, storage, distribution, and sale of alcohol and other intoxicants.",1
"My relative, P1, is accused of stealing items seized during an investigation of excise offenses. These items included opium, liquor, and a large sum of money recovered from their house, which is said to be more than they could afford based on their income. The prosecution is charging P1 with dishonest misappropriation and alleges they conspired with two other people. We need legal advice on how to proceed with this case.","The Narcotic Drugs and Psychotropic Substances Act, 1985 (NDPS Act): Prohibits the production, cultivation, possession, sale, consumption, and import/export of narcotic drugs and psychotropic substances. (1)",1
"My relative, P1, is accused of stealing items seized during an investigation of excise offenses. These items included opium, liquor, and a large sum of money recovered from their house, which is said to be more than they could afford based on their income. The prosecution is charging P1 with dishonest misappropriation and alleges they conspired with two other people. We need legal advice on how to proceed with this case.","The Prevention of Corruption Act, 1988: Aims to prevent corruption by public servants.",1
"My relative, P1, is accused of stealing items seized during an investigation of excise offenses. These items included opium, liquor, and a large sum of money recovered from their house, which is said to be more than they could afford based on their income. The prosecution is charging P1 with dishonest misappropriation and alleges they conspired with two other people. We need legal advice on how to proceed with this case.",Indian Penal Code (IPC) Section 120A: Punishment for criminal conspiracy to commit an offence punishable by law. (1),1
"My relative, P1, is accused of stealing items seized during an investigation of excise offenses. These items included opium, liquor, and a large sum of money recovered from their house, which is said to be more than they could afford based on their income. The prosecution is charging P1 with dishonest misappropriation and alleges they conspired with two other people. We need legal advice on how to proceed with this case.",IPC Section 409: Criminal breach of trust by public servant,1
"My relative, P1, is accused of stealing items seized during an investigation of excise offenses. These items included opium, liquor, and a large sum of money recovered from their house, which is said to be more than they could afford based on their income. The prosecution is charging P1 with dishonest misappropriation and alleges they conspired with two other people. We need legal advice on how to proceed with this case.","IPC Section 427: Mischief causing damage to property. This section applies to acts causing damage to property, and is not relevant to the specific charge of dishonest misappropriation by a public servant.",0
"My relative, P1, is accused of stealing items seized during an investigation of excise offenses. These items included opium, liquor, and a large sum of money recovered from their house, which is said to be more than they could afford based on their income. The prosecution is charging P1 with dishonest misappropriation and alleges they conspired with two other people. We need legal advice on how to proceed with this case.","PC Section 268: Public nuisance.	This section addresses acts that annoy, inconvenience, or endanger the public, and doesn't apply to criminal conspiracy for specific offenses like misappropriation.",0
"I was at a friend's party last night, and I had a bit too much to drink. On my way home, a police officer stopped me because I was singing loudly and maybe stumbled a little. They arrested me for public intoxication. Is this fair?","The Indian Penal Code (IPC), 1860 (Section 290) Punishment for public nuisance in cases not otherwise provided for. Whoever commits a public nuisance in any case not otherwise punishable by this Code, shall be punished with fine which may extend to two hundred rupees.",1
"I was at a friend's party last night, and I had a bit too much to drink. On my way home, a police officer stopped me because I was singing loudly and maybe stumbled a little. They arrested me for public intoxication. Is this fair?","The IPC (Section 42) When any person who, in the presence of a police officer, has committed or has been accused of committing a non-cognizable offence refuses, on demand of such officer, to give his name and residence or gives a name or residence which such officer has reason to believe to be false, he may be arrested by such officer",0
"I recently underwent surgery, and something went wrong during the procedure. I have lasting complications, and I believe the doctor made a mistake. Can I take legal action?","The Consumer Protection Act, 2019, offers consumer rights and redressal mechanisms for getting a refund or replacement.",1
"I recently underwent surgery, and something went wrong during the procedure. I have lasting complications, and I believe the doctor made a mistake. Can I take legal action?","Indian Contract Act, 1872, When one person signifies to another his willingness to do or to abstain from doing anything, with a view to obtaining the assent of that other to such act or abstinence, he said to make a proposal",0
P3 was injured and became unconscious.,IPC Section 326: Punishment for voluntarily causing grievous hurt by dangerous weapons or means,1
"In a rural village in India, a family struggles to make ends meet due to the lack of regular employment opportunities. ",Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA): This act guarantees the right to work and aims to enhance the livelihood security of people in rural areas by providing at least 100 days of wage employment in a financial year to every household whose adult members volunteer to do unskilled manual work.,1
A group of residents in a marginalized community notices irregularities in the distribution of government-subsidized food grains at a local fair price shop. They suspect that the shop owner is diverting the supplies for personal gain.,"The Right to Information Act, 2005: While not specific to poor people, this act empowers citizens to seek information from public authorities, promoting transparency and accountability in governance, which can benefit marginalized communities.",1
"I was at a friend's party last night, and I had a bit too much to drink. On my way home, a police officer stopped me because I was singing loudly and maybe stumbled a little. They arrested me for public intoxication. Is this fair?","National Food Security Act (NFSA), 2013: This act aims to provide food and nutritional security by ensuring access to adequate quantity of quality food at affordable prices to people belonging to eligible households.",0
"My relative, P1, is accused of stealing items seized during an investigation of excise offenses. These items included opium, liquor, and a large sum of money recovered from their house, which is said to be more than they could afford based on their income. The prosecution is charging P1 with dishonest misappropriation and alleges they conspired with two other people. We need legal advice on how to proceed with this case.","Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989: This act provides for the prevention of atrocities against Scheduled Castes and Scheduled Tribes and for the effective protection of their civil rights. It aims to prevent and punish offenses against members of these communities.",0
Ram Kishan stated he was deeply bereaved and not in his senses due to the accident.,"The Legal Services Authorities Act, 1987: This act provides for free legal services to the poor and marginalized sections of society to ensure that opportunities for securing justice are not denied to any citizen by reason of economic or other disabilities.",0
A person is arrested for driving under the influence of alcohol after being stopped by the police while driving erratically.,"The Indian Penal Code, 1860 - Section 304A - If a person, while driving under the influence of alcohol, causes an accident that results in the death of another person due to their negligent driving, they can be charged under this section. The punishment for this offense is imprisonment for a term which may extend to two years, or with fine, or with both.",1
"In a tragic road accident, three people lost their lives and four people were injured after their car collided with a truck on the Badarpur flyover in southe- ast Delhi on Sunday. Police said the car, carry- ing seven passengers, was on Its way to Okhla's Sanjay Co- lony from a wedding in Hary. ana's Faridabad when it vee red out of control on the Ba darpur flyover, crashing into a divider and ultimately colliding with a truck travelling in the opposite direction. The collision proved fatal for Raj (21), Sanju (38), and Di nesh (22), while leaving four others injured. DCP (southeast) Rajesh Deo said they received a PCR call at 12.48 am about the inci dent near the Honda showro om on the Badarpur flyover. ""A team was rushed to the spot, where a car was discove red in a completely mangled condition, along with a truck that had its front end dama ged from the impact of the col lision. The injured were rus hed to a hospital for medical attention, but three of them succumbed to their injuries,"" said the senior police official. The DCP added that among the injured, Ansul (18) MANGLED REMAINS: The vehicles involved in the collision was in critical condition and undergoing treatment for his injuries. Neeraj (18), Ajit (28), and Vishal (28) were stable and receiving medical care Police investigation reve aled that while on the flyover the car driver lost control of the vehicle and hit a divider first. Due to the impact of the POLICE SAY Six of them hailed from Mathura in UP, while Sanju was from Tripura, yet they were all settled permanently in Okhla collision, the car bounced off the divider onto the opposite carriageway, where it collided with a moving truck. ","IPC sections 304A (death due to negligence) - Whoever causes the death of any person by doing any rash or negligent act not amounting to culpable homicide shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.->Punishment - 2 Years or Fine or Both",1
"A three-year- old girl was crushed to death by a valet parking a visitor's car at Shipra Mall of Indira puram on Saturday evening. The girl's father said he pleaded with folded hands, but failed to get any vehicle to take her bleeding daugh- ter to hospital. As the clock ticked away, the girl's father rushed to the parking lot to get his bike and took his daughter to a nearby health facility, where she succum bed to the injuries. Vineet Sethi, the manpar king the car, was arrested. Vivek Pandey - a mana ger at a fuel station-had ta ken his wife Garima and daughter Ridhi to the mall for a movie. Around 7pm. they came out of the mall to go back home when the car mowed her down at a tur ning on the mall premises. ""The valet parking the car did not see the little girl. She was knocked down and suffered grievous injuries to her head. She started ble eding from the injuries and was taken to a private hospital. She had lost a lot of blood The car that led to the tragic end for the child. Doctors could not revive her,"" said Nimish Patil, DCP (trans-Hindon).","IPC sections 279 (rash driving) - Whoever drives any vehicle, or rides, on any public way in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any other person, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.->Punishment 6 Months or Fine or Both",1
"A nine-year-old girl appeared in a Chennai court to recount in chilling detail how her father killed her mother and grandfather, closing a case that hinged on her testimony and leading the judge to convict and sen- tence accused Abdul Khader to life imprisonment for the double murder. The child's appearance at Chennai's Mahila court for final day of the trial had those present gaping as she spoke of helplessly witnessing her father striking her mother Ghouse Unisa and grandfa- Man takes daughter to cops over phone 'addiction', held after she reveals rape Amman was arrested on charges of sexually assaulting his Aminor daughter.","IPC section 302 (murder)- Whoever commits murder shall be punished with death, or imprisonment for life, and shall also be liable to fine.->Punishment - Death or Imprisonment for Life + Fine

",1
"Sharma, 48, had died after falling from eighth floor of Mangalam Aadhar Apartments in Sikandra during a police raid on Friday evening. Cops claimed Sharma was attempting to escape from the balcony of an adja cent flat when he slipped and fell. The incident sparked protests by legal fraternity who demanded action against the policemen involved.""They dragged my husband to flat number 802, adjacent to our own, where he died after being pushed from the balcony. The policemen also took away important documents from our apartment and destroyed evidence,"" the complaint said.","IPC section 302 (murder)- Whoever commits murder shall be punished with death, or imprisonment for life, and shall also be liable to fine.->Punishment - Death or Imprisonment for Life + Fine

",1
"Sharma, 48, had died after falling from eighth floor of Mangalam Aad- har Apartments in Sikandra during a police raid on Friday evening. Cops claimed Sharma was attempting to escape from the balcony of an adja cent flat when he slipped and fell. The incident sparked protests by legal fra- ternity who demanded action against the policemen involved.""They dragged my husband to flat number 802, adjacent to our own, where he died after being pushed from the balcony. The policemen also took away important documents from our apartment and destroyed evi- dence,"" the complaint said.","IPC section 147 (rioting) - Whoever is guilty of rioting, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.
",1
"Sharma, 48, had died after falling from eighth floor of Mangalam Aad- har Apartments in Sikandra during a police raid on Friday evening. Cops claimed Sharma was attempting to escape from the balcony of an adja cent flat when he slipped and fell. The incident sparked protests by legal fra- ternity who demanded action against the policemen involved.""They dragged my husband to flat number 802, adjacent to our own, where he died after being pushed from the balcony. The policemen also took away important documents from our apartment and destroyed evi- dence,"" the complaint said.","IPC section 201 (causing disappearance of evidence of of fence) - Whoever, knowing or having reason to believe that an offence has been committed, causes any evidence of the commission of that offence to disappear, with the intention of screening the offender from legal punishment, or with that intention gives any information respecting the offence which he knows or believes to be false;

If a capital offence — shall, if the offence which he knows or believes to have been committed is punishable with death, be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine;

If punishable with imprisonment for life — and if the offence is punishable with imprisonment for life, or with imprisonment which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine;

If punishable with less than ten years imprisonment — and if the offence is punishable with imprisonment for any term not extending to ten years, shall be punished with imprisonment of the description provided for the offence, for a term which may extend to one-fourth part of the longest term of the imprisonment provided for the offence, or with fine, or with both.
",1
"Sharma, 48, had died after falling from eighth floor of Mangalam Aad- har Apartments in Sikandra during a police raid on Friday evening. Cops claimed Sharma was attempting to escape from the balcony of an adja cent flat when he slipped and fell. The incident sparked protests by legal fra- ternity who demanded action against the policemen involved.""They dragged my husband to flat number 802, adjacent to our own, where he died after being pushed from the balcony. The policemen also took away important documents from our apartment and destroyed evi- dence,"" the complaint said.","IPC section 342 (wrongful confinement)- Whoever wrongfully confines any person shall be punished with simple imprisonment of either description for a term which may extend to one year, or with fine which may extend to one thousand rupees, or with both.->Punishment - 1 Year or Fine or Both

",1
"Sharma, 48, had died after falling from eighth floor of Mangalam Aad- har Apartments in Sikandra during a police raid on Friday evening. Cops claimed Sharma was attempting to escape from the balcony of an adja cent flat when he slipped and fell. The incident sparked protests by legal fra- ternity who demanded action against the policemen involved.""They dragged my husband to flat number 802, adjacent to our own, where he died after being pushed from the balcony. The policemen also took away important documents from our apartment and destroyed evi- dence,"" the complaint said.","IPC 427 (causing damage to property) - Whoever commits mischief and thereby causes loss or damage to the amount of fifty rupees or upwards, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.",1
"Sharma, 48, had died after falling from eighth floor of Mangalam Aad- har Apartments in Sikandra during a police raid on Friday evening. Cops claimed Sharma was attempting to escape from the balcony of an adja cent flat when he slipped and fell. The incident sparked protests by legal fra- ternity who demanded action against the policemen involved.""They dragged my husband to flat number 802, adjacent to our own, where he died after being pushed from the balcony. The policemen also took away important documents from our apartment and destroyed evi- dence,"" the complaint said."," IPC 504 (intentional insult with in- tent to provoke breach of the peace) - Whoever intentionally insults, and thereby gives provocation to any person, intending or knowing it to be likely that such provocation will cause him to break the public peace, or to commit any other offence, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.
",1
"A lawyer was thrashed by two men, one of whom was an Army naik following an altercation when his car was hit by the vehicle of the two men in so uthwest Delhi's Safdarjung Enclave on Friday Police sa id one of the accused bran dished a gun on seeing a crowd collect. ","Indian Penal Code's section 323 (voluntarily causing hurt) - Whoever, except in the case provided for by section 334, voluntarily causes hurt, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine which may extend to one thousand rupees, or with both.
",1
"A lawyer was thrashed by two men, one of whom was an Army naik following an altercation when his car was hit by the vehicle of the two men in so uthwest Delhi's Safdarjung Enclave on Friday Police sa id one of the accused bran dished a gun on seeing a crowd collect. ",IPC section 336 (endangering life or per sonal safety of others),1
"A lawyer was thrashed by two men, one of whom was an Army naik following an altercation when his car was hit by the vehicle of the two men in so uthwest Delhi's Safdarjung Enclave on Friday Police sa id one of the accused bran dished a gun on seeing a crowd collect. ","IPC sections of 279 (rash driving or riding on a public way) -Whoever drives any vehicle, or rides, on any public way in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any other person, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. - Punishment:6 Months or Fine or Both",1
"A lawyer was thrashed by two men, one of whom was an Army naik following an altercation when his car was hit by the vehicle of the two men in so uthwest Delhi's Safdarjung Enclave on Friday Police sa id one of the accused bran dished a gun on seeing a crowd collect. ",IPC sections 25 and 27 of Arms Act ,1
"A lawyer was thrashed by two men, one of whom was an Army naik following an altercation when his car was hit by the vehicle of the two men in so uthwest Delhi's Safdarjung Enclave on Friday Police sa id one of the accused bran dished a gun on seeing a crowd collect. ", IPC section 185 of the Motor Vehicles Act - provides for penalysing driving by a drunken person or by a person under the influence of drugs,1
"the Bhagwant Singh Mann-led Punjab government has devised a comprehensive three-pronged strategy over the past 23 months: Enforcement, Prevention, and Rehabilitation. This stra- tegic approach reflects the government's unwavering commitment to root out the drug menace from the state.",section 64-A of the NDPS (Narcotic Drugs and Psychotropic Substances) Act - provides “immunity” from prosecution to addicts seeking treatment.,1
"the Bhagwant Singh Mann-led Punjab government has devised a comprehensive three-pronged strategy over the past 23 months: Enforcement, Prevention, and Rehabilitation. This stra- tegic approach reflects the government's unwavering commitment to root out the drug menace from the state.","IPC section 27, where addicts are typically charged for the consumption of narcotics.",1
"A teenager, allegedly on a joyride with his friend, was responsible for Wednesday night's car crash that killed one person and injured nine others in Mayur Vihar Phase 3, police said on Thursday","IPC sections of 279 (rash driving or riding on a public way) -Whoever drives any vehicle, or rides, on any public way in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any other person, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both. - Punishment:6 Months or Fine or Both",1
"Two men were arrested on Thursday for allegedly selling fake mobile phones and cheating gullible customers. Ankit (23), a resident of Mathura, was sold two fake mobile phones at Old Lajpat Rai Market for Rs 26,000.  The complainant claimed that he was handed fake phones after he made the payment and was even threatened when he objected to it.",IPC - Sections 420 (Cheating) & 467 (Forgery of valuable security): Making false claims to secure money (exchange of banknotes) could fall under cheating. Forging records or other documentation to support these claims could constitute forgery.,1
" A businessman in Ghaziabad who suffered massive losses during the pandemic allegedly killed his wife and son with a kitchen knife and slit his own throat at home in Kavi Nagar on Thursday. In one of the notes scribbled down in Feb, he said he wanted to die because of his mounting debt. Even on Thursday he wrote a note, saying he had given upon the struggle. He asked his family members to for give him and said he would kill his wife and son.","IPC section 302 (murder)- Whoever commits murder shall be punished with death, or imprisonment for life, and shall also be liable to fine.->Punishment - Death or Imprisonment for Life + Fine",1
" Delhi Police has filed an FIR on a complaint of a lawyer against a Tamil Nadu minister for his alleged threatening remarks against Prime Minister Narendra Modi.The complainant alleged that at a public rally, the TN minister for rural industries, cottage indu stries, and small industries, had threatened PM. ","IPC  sections 153 (provocation with in- tent to cause riot), 268 (public nuisance), 505 statements conducing to public mischief) ",1
"A teenager, allegedly on a joyride with his friend, was responsible for Wednesday night's car crash that killed one person and injured nine others in Mayur Vihar Phase 3, police said on Thursday","IPC sections 304 (culpable homicide) and 337 (causing hurt by act endangering life or personal safety of others)  - Whoever causes hurt to any person by doing any act so rashly or negligently as to endanger human life, or the personal safety of others, shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to five hundred rupees, or with both.
",1
" Delhi Police has filed an FIR on a complaint of a lawyer against a Tamil Nadu minister for his alleged threatening remarks against Prime Minister Narendra Modi.The complainant alleged that at a public rally, the TN minister for rural industries, cottage indu stries, and small industries, had threatened PM. ","IPC sections 503 (criminal intimidation), and 506 punishment for criminal intimidation) ",1
"Four members of a family in new Delhi, including two children, were killed and 11 others injured after a massive fire broke out at a four-storey resi dential building in Geeta Co- lony's Shastri Nagar early Thursday morning. Accor ding to police, an electrical spark between wires may ha- ve caused the blaze.",IPC section 258 Neglibible conduct with respect to fire or combustible matter,1
"An 8-year-old boy who went missing on Monday has been fo- und murdered in Bawana. Police ha- ve arrested a family friend who alle gedly had a feud with the boy's mot- her and wanted to teach her a lesson. The deceased was identified as Shivam who lived with his family in Bawana. His father works at a factory. Shivam's father complained on Monday that his son had gone mis- sing since 2pm. Police found that Gay- asuddin, a family friend, was also missing. "," IPC sections 363 (kid- napping) - Whoever kidnaps any person from India or from lawful guardianship, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",1
"A 32-year-old tea cher was allegedly strangled and her body was dumped at a playschool in Narela, ",IPC Section 302: Murder. Whoever intentionally and unlawfully causes the death of another person.,1
"Delhi Police claimed to have busted a child trafficking racket with the ar rest of eight people from Ro- hini district's Begampur and Punjab. The gang allegedly sold newborn babies for Rs 12 15 lakh in Delhi after buying them from poor families in Punjab for about Rs 50,000. ","IPC section 370 (4) (trafficking) - Whoever commits the offence of trafficking shall be punished with rigorous imprisonment for a term which shall not be less than seven years, but which may extend to ten years, and shall also be liable to fine.",1
"Delhi Police claimed to have busted a child trafficking racket with the ar rest of eight people from Ro- hini district's Begampur and Punjab. The gang allegedly sold newborn babies for Rs 12 15 lakh in Delhi after buying them from poor families in Punjab for about Rs 50,000. ",IPC section 120B (cons piracy) ,1
